id,name,salary,bonus,hiring_year,dismissing_year,occupation
831,Julia-Green,18158.21,2513.91,2015,2017,Programmer
832,Parker-Anderson,32964.45,1175.76,1992,2011,Lexicographer
833,Randy-Palmer,11081.39,3124.31,2023,2023,Solicitor
834,Alexander-Hunt,17898.21,1235.27,2015,2020,Dietitian
835,Cody-Shaw,14177.9,5815.13,1991,2002,Neurosurgeon
836,Alison-Flores,36581.33,4951.4,2000,2021,Cytogeneticist
837,Andrew-Ho,6087.63,1011.54,2003,2014,Acupuncturist
838,Paul-Taylor,14567.94,4201.87,2009,2017,Interpreter
839,Rodney-Coffey,16583.29,967.73,2004,2016,Actor
840,Dustin-Perez,23658.03,2980.69,2001,2011,Physiotherapist
841,Annette-Morris,34111.87,2761.3,1981,2005,Curator
842,Shelley-Woods,28104.74,6645.53,1980,2023,Geoscientist
843,Carrie-Barker,36446.19,2317.98,1983,2007,Bookseller
844,Stacy-Nelson,15006.54,1474.68,2019,2021,Administrator
845,Gregg-Woods,36904.35,6068.64,1980,2021,Metallurgist
846,Teresa-Allen,30784.94,3898.09,1996,2013,Phytotherapist
847,Emily-Peterson,22658.64,5469.56,2018,2018,Cartographer
848,Jill-Martin,7714.38,733.79,2023,2023,Translator
849,Caroline-Shaw,11021.97,6679.17,1995,2011,Writer
850,Tasha-Wilkinson,7237.29,1969.05,2022,2023,Actor
851,Latoya-Morris,24753.82,2369.5,2013,2014,Animator
852,Latasha-Phillips,37365.78,2425.75,1983,1992,Graphic-Designer
853,Amy-Rose,6081.7,4326.8,2014,2014,Paramedic
854,Deborah-Anderson,37578.51,4169.73,1981,2011,Neurosurgeon
855,Samuel-Costa,3570.96,2439.74,2021,2023,Pharmacologist
856,Jamie-Hale,11832.09,3621.11,1992,1995,Oceanographer
857,Jimmy-Herrera,5360.43,2347.17,2008,2015,Acupuncturist
858,Douglas-Costa,35591.45,6305.2,1981,1994,Photographer
859,Angela-Coffey,33172.63,4022.08,1985,1995,Production-Manager
860,Corey-Watts,14939.85,5476.82,2013,2018,Optometrist
861,Jessica-Watts,18722.88,2515.66,2017,2023,Gaffer
862,Leah-Dixon,34433.76,6409.58,1982,1998,Operation-Manager
863,Dustin-Mcdonald,18553.7,1983.07,2009,2014,Chiropractor
864,Jonathan-Barker,28662.46,4538.46,1995,1999,Herbalist
865,Sonya-Young,12089.58,5272.51,2022,2022,Geoscientist
866,Marc-Watts,35087.97,1458.02,1989,2010,Photographer
867,Kristine-Watson,13500.1,164.36,1999,2005,Barista
868,Brianna-Benson,15422.32,3909.92,2020,2020,Banker
869,Latasha-Gray,14995.55,2499.15,1993,2018,Contractor
870,Maxwell-Sexton,4711.36,1911.16,2020,2023,Haematologist
871,Wesley-Serrano,20440.84,4261.35,1985,2006,Dealer
872,Dawn-Flores,27302.63,5085.26,2023,2023,Cytogeneticist
873,Ana-Green,22235.1,5375.45,1980,2022,Illustrator
874,Joshua-Hicks,33127.9,3554.59,1987,1988,Dancer
875,Mariah-Malone,1932.23,1264.73,2020,2022,Paramedic
876,Courtney-Bates,34588.08,3784.39,1999,2005,Translator
877,Martha-Shaw,27807.3,4436.8,1981,2018,Midwife
878,Francis-Christian,9158.11,6626.13,2022,2023,Neurosurgeon
879,Juan-Gonzalez,7338.6,422.17,2019,2022,Make
880,Gordon-Rodriguez,4718.14,376.0,2023,2023,Operation-Manager
881,Wesley-Gray,6899.14,5002.87,2020,2020,Network-Administrator
882,Karen-Watts,30846.54,5776.65,1983,2018,Contractor
883,Katherine-Brown,19496.19,2558.61,2016,2023,Firefighter
884,Yvonne-Palmer,1838.32,271.21,2020,2022,Surgeon
885,Yvette-Weber,23180.65,326.73,1980,1989,Illustrator
886,Nancy-Wolfe,28725.89,5730.87,1989,1994,Paramedic
887,Sherry-Christensen,8588.32,1596.73,2018,2020,Translator
888,Teresa-Rhodes,12792.41,3648.1,2001,2022,Ecologist
889,Brenda-Robinson,29018.36,3575.79,1995,2020,Optometrist
890,David-King,21536.81,1598.7,1997,2017,Barrister
891,Bobby-Dixon,5636.82,5064.1,2003,2007,Lexicographer
892,Yvette-Guerrero,8251.54,5946.69,2023,2023,Programmer
893,Christopher-Newman,3510.01,1562.65,2023,2023,Podiatrist
894,Seth-Taylor,8408.09,633.39,1999,2010,Production-Manager
895,Rodney-Walton,28124.99,605.71,2015,2016,Phytotherapist
896,Gene-Lindsey,8712.23,378.53,2016,2023,Arboriculturist
897,Laurie-Woods,28896.61,1897.96,1980,2005,Marketing-Manager
898,Betty-Martinez,34214.96,6672.94,1991,1991,Chiropractor
899,Crystal-Rice,35862.04,2902.88,1986,1996,Actuary
900,Douglas-Garrett,25073.79,2909.21,1997,2023,Proofreader
901,Benjamin-Hill,17653.6,6616.92,2017,2018,Translator
902,Theresa-Watson,14150.9,544.44,2022,2022,Firefighter
903,Kim-Thomas,12045.35,4992.61,2007,2016,Haematologist
904,Travis-Hale,20116.62,6084.08,1990,2006,Dancer
905,Joshua-Rodriguez,5179.73,3175.61,2020,2021,Cartographer
906,Jon-Gordon,7164.38,4980.03,2008,2023,Writer
907,Angie-Rhodes,18608.58,1298.94,1993,2001,Contractor
908,Mary-Parks,9458.59,4783.08,2004,2018,Operation-Manager
909,Gene-Hill,1868.81,1608.76,2023,2023,Optometrist
910,Bethany-Christensen,28566.11,5678.33,1992,2021,Orthoptist
911,Alexa-Gonzalez,27967.58,3980.57,2013,2015,Translator
912,Caroline-Barker,23328.22,3577.16,2003,2015,Metallurgist
913,Elizabeth-Martinez,11311.83,5747.85,2021,2022,Recruitment-Specialist
914,Rick-Barrera,17439.97,6784.43,1984,2011,Barista
915,Valerie-Pena,28036.69,1047.22,1999,2019,Interpreter
916,Amanda-Serrano,10837.85,5164.21,2021,2021,Orthoptist
917,Alexander-Pena,23576.0,6960.09,2004,2022,Psychiatrist
918,Breanna-Watts,20160.15,6506.34,1984,1985,Arboriculturist
919,Charles-Newman,30556.97,783.08,1985,1988,Land
920,Margaret-Christian,7892.75,5545.63,2023,2023,Astronomer
921,Latoya-Gordon,6109.54,4189.68,2013,2020,Land
922,Sean-Watson,6035.37,2075.46,2023,2023,Artist
923,Gwendolyn-Hunt,20911.41,5723.53,1998,1999,Proofreader
924,Mark-Kaiser,30114.9,4796.84,1987,1997,Counsellor
925,Meredith-Barrera,12675.94,3682.12,2001,2013,Ecologist
926,Edwin-Patel,23602.45,1632.81,1987,2017,Operation-Manager
927,Ryan-Peterson,37277.07,5268.51,1981,2004,Copy
928,Gregg-King,8250.53,2196.62,2022,2022,Arboriculturist
929,Gwendolyn-Barrera,3682.35,1313.98,2009,2013,Archaeologist
930,Troy-Rhodes,14091.22,3910.03,1992,2009,Production-Manager
931,Francis-Taylor,13079.41,5606.15,2001,2007,Paramedic
932,Eddie-Williams,6793.21,5537.43,2022,2022,Recruitment-Specialist
933,Evan-Sexton,29988.87,1078.06,1988,2019,Ecologist
934,Megan-Rhodes,14646.85,2647.82,2023,2023,Solicitor
935,Mariah-Gonzalez,9403.77,164.66,2022,2023,Phytotherapist
936,Calvin-Perez,23558.0,6873.52,2011,2016,Dentist
937,Michael-Fernandez,34438.43,845.69,1983,2009,Printmaker
938,Sheila-Christian,29884.92,929.62,2010,2023,Administrator
939,Cassandra-Soto,15577.06,2891.5,2019,2019,Banker
940,Rhonda-Morrow,8122.74,1368.84,2022,2023,Dramatherapist
941,Jon-Robinson,10121.31,715.26,2020,2021,Podiatrist
942,Samantha-Watson,11797.45,5860.39,1996,2014,Oncologist
943,Sara-Hunt,32987.71,2457.5,1983,2017,Archivist
944,Tasha-Herrera,22427.99,3998.45,1993,2000,Oncologist
945,Karen-Pena,34749.73,6325.83,1992,2021,Psychiatrist
946,Angie-Kaiser,2974.34,2187.36,1986,1986,Ergonomist
947,Troy-Gonzalez,12608.76,5266.62,1984,2007,Architect
948,Mitchell-Pena,3796.15,3590.62,1985,2011,Midwife
949,Holly-Bates,9722.46,6534.95,2017,2018,Barrister
950,Jasmine-Mathis,31003.4,3516.14,1981,2016,Copy
951,Manuel-Malone,21837.64,1619.42,1991,2022,Quality manager
952,Jodi-Smith,28439.14,2659.36,2000,2012,Optometrist
953,Amy-Herrera,8530.12,4122.43,2015,2018,Graphic-Designer
954,Francis-Anderson,36005.47,1147.87,1981,2019,Curator
955,Nathan-Peterson,25738.39,1174.95,1987,1993,Cybersecurity-Expert
956,Rhonda-Thomas,21362.96,2197.5,1987,1998,Geoscientist
957,Anthony-Martinez,14569.45,1883.75,1992,1999,Homeopath
958,Laurie-Bates,28241.09,156.44,2006,2008,Dietitian
959,Jerry-Guerrero,27869.66,3749.84,1992,2018,Toxicologist
960,Allen-Oneill,2805.0,443.21,2012,2015,Meteorologist
961,Michele-Barker,36080.61,5835.95,1980,2007,Illustrator
962,Lydia-Odom,22083.51,4665.44,2000,2000,Network-Administrator
963,Brandi-Wolfe,34679.12,956.32,1989,1999,Actuary
964,Michelle-Elliott,6429.8,5939.09,2016,2019,Cybersecurity-Expert
965,Edward-Rose,4743.75,481.27,2021,2023,Cartographer
966,Cindy-Wolfe,11749.72,4900.48,1987,1992,Statistician
967,Brianna-Baker,13792.91,6915.54,2019,2019,Metallurgist
968,Alyssa-Gibson,34796.01,2742.28,1980,2021,Midwife
969,Andrew-Walker,24911.22,6199.33,2008,2021,Curator
970,Edwin-Serrano,20827.77,195.08,2010,2019,Physiotherapist
971,Larry-Christensen,8804.04,5515.27,2023,2023,Psychiatrist
972,Seth-Gray,13539.13,6049.48,1993,1997,Cybersecurity-Expert
973,Isaiah-Bennett,33362.47,2225.2,1981,2015,Copy
974,Melanie-Munoz,5405.85,3216.2,2022,2023,Pathologist
975,Cheryl-Arias,34345.5,717.24,1995,2015,Psychiatrist
976,David-Baker,28025.51,2765.34,2009,2018,Ophthalmologist
977,Paul-Rodriguez,6327.01,3375.91,2013,2017,Production-Manager
978,Benjamin-Kaiser,20032.61,6993.48,1996,2002,Marketing-Manager
979,Laura-Mitchell,24897.93,4643.35,2000,2004,Actor
980,Ian-Young,35012.01,711.57,1998,2008,Actor
981,Adrian-Lindsey,36019.24,3594.08,1984,1997,Writer
982,Sara-Brown,26347.84,4063.6,1995,1995,Archaeologist
983,Alexander-Barker,28059.48,838.14,1987,2000,Neurosurgeon
984,Corey-Barrera,23911.41,2712.29,2005,2018,Chiropractor
985,Gwendolyn-Allen,24520.98,6732.57,1981,2005,Oceanographer
986,Manuel-Mcdonald,35893.57,2212.0,1992,1994,Phytotherapist
987,Latoya-Wolfe,7918.35,6229.45,1999,2021,Archaeologist
988,Cory-Shaw,10144.69,3530.27,2000,2022,Operation-Manager
989,Tonya-Hill,16839.37,3378.81,2016,2016,Network-Administrator
990,Rick-Robinson,8396.16,4478.5,2021,2022,Graphic-Designer
991,Kimberly-Serrano,20118.4,2901.23,2014,2016,Mechanical-Engineer
992,Edwin-Mathis,34688.13,5166.27,2016,2020,Administration-Assistant
993,Pamela-Odom,36893.74,1203.45,1981,1994,Hydrologist
994,Wayne-Sexton,7031.66,327.26,2022,2022,Banker
995,Kaitlyn-Mcdonald,35825.89,2134.81,1980,2012,Software-Engineer
996,Mark-Hayes,7411.92,381.38,2022,2023,Podiatrist
997,Kim-Alvarez,36727.3,3968.72,1993,2023,Cytogeneticist
998,Tami-Anderson,9975.52,6994.94,1985,2010,Dealer
999,Grant-Green,25756.2,6246.11,2021,2022,Astronomer
1000,Jackie-Riley,24064.34,3572.03,2007,2017,Surgeon
1001,Johnny-Weaver,8785.59,3521.67,1986,1987,Dealer
1002,Ann-Morrow,14348.61,5121.57,1995,2023,Quality manager
1003,Calvin-Hill,35636.08,1176.77,1986,1996,Orthoptist
1004,Keith-Lindsey,32360.68,3516.35,1981,2011,Meteorologist
1005,Katherine-Riley,4101.19,209.77,2008,2010,Herpetologist
1006,Brianna-Allen,23649.62,1098.33,2020,2022,Podiatrist
1007,Randall-Banks,21141.95,5783.36,1996,2018,Bookseller
1008,Tracy-Odom,15976.39,3161.36,1993,2017,Illustrator
1009,Meredith-Flores,25108.14,5204.72,2019,2019,Artist
1010,Gordon-Dixon,7179.34,1611.72,2020,2021,Dentist
1011,Rhonda-Davis,27799.62,6830.96,1980,2016,Marketing-Manager
1012,William-Mcdonald,37394.86,2993.48,1991,1991,Dentist
1013,Jill-Shaw,36934.14,2802.05,1980,2000,Solicitor
1014,Brianna-Sexton,14692.11,6528.77,2023,2023,Toxicologist
1015,Laurie-Sexton,25931.5,2478.07,2000,2003,Pathologist
1016,Nicole-Walker,26414.4,6946.1,1981,1982,Proofreader
1017,Kristen-Banks,15804.39,5331.64,2017,2021,Actuary
1018,Jerry-Taylor,19037.89,4703.78,1995,1995,Ecologist
1019,Megan-Peterson,33639.54,1804.67,1984,2005,Metallurgist
1020,Matthew-Green,28876.21,3924.37,2002,2006,Photographer
1021,Albert-Coffey,14993.37,6599.35,2000,2020,Sub
1022,Barbara-Parks,21370.42,3680.23,1991,1998,Quality manager
1023,Erik-Howell,10017.76,315.81,2017,2020,Actuary
1024,Cindy-Ho,18915.93,2025.06,1980,2004,Mudlogger
1025,Alison-Stevenson,8917.39,600.98,2023,2023,Printmaker
1026,Theresa-Hill,10599.96,4013.87,2008,2012,Dramatherapist
1027,Michelle-Brown,9945.06,5949.67,2021,2021,Recruitment-Specialist
1028,Edwin-Weber,27716.48,5478.78,1984,1984,Cybersecurity-Expert
1029,Austin-Riley,7271.98,2161.54,2022,2023,Phytotherapist
1030,Seth-Odom,8892.74,4078.02,2009,2014,Marketing-Manager
1031,Adrian-Cook,24943.62,2203.6,1983,2020,Pharmacologist
1032,Isaiah-Rodriguez,13342.95,4281.09,1999,2015,Acupuncturist
1033,Chad-Gordon,20517.78,4082.28,2014,2015,Programmer
1034,Jose-Banks,17652.52,510.94,2009,2010,Surgeon
1035,Deanna-Wilkinson,13675.13,5623.6,1980,2023,Lobbyist
1036,Caroline-Wolfe,4916.05,4773.61,2016,2023,Mudlogger
1037,Crystal-Watson,13959.97,2907.68,2017,2018,Actuary
1038,Yvonne-Rodriguez,16729.95,1328.16,1999,2014,Psychotherapist
1039,Jenna-Kaiser,36262.51,6715.91,2002,2005,Cytogeneticist
1040,Johnny-Bennett,21063.64,4292.43,1996,1999,Psychotherapist
1041,Amy-White,24924.88,6731.11,1991,2023,Contractor
1042,Corey-Malone,21155.98,825.27,1993,1999,Sub
1043,Eddie-Hale,15274.49,1116.01,1990,2013,Mudlogger
1044,Dan-Herrera,29706.63,1475.81,1985,1989,Archaeologist
1045,Angel-Walton,14928.47,1543.79,2022,2023,Banker
1046,Troy-Fox,24722.49,454.18,1996,2013,Acupuncturist
1047,Antonio-Ho,29894.15,6796.25,1993,2015,Chiropodist
1048,Kyle-Arias,23085.51,3435.46,2012,2019,Psychiatrist
1049,Annette-Walker,22888.72,2398.09,2001,2003,Land
1050,Nicole-Wong,4159.43,140.75,2019,2021,Ophthalmologist
1051,Breanna-Walker,11064.4,6366.69,1999,2020,Acupuncturist
1052,Kim-Serrano,10133.93,3660.3,2013,2023,Pharmacologist
1053,Shelby-Morris,30707.43,6748.15,1980,2010,Pharmacologist
1054,William-Phillips,26316.6,1310.82,1990,2008,Homeopath
1055,Sabrina-Weber,4324.6,2591.1,2023,2023,Operation-Manager
1056,Lauren-Gordon,11845.37,3044.97,2015,2022,Chiropodist
1057,Teresa-Walton,28762.33,5065.71,1999,2017,Actor
1058,Stacy-Alvarez,37045.71,3421.46,1997,2014,Microbiologist
1059,Aaron-Costa,26610.16,119.83,2008,2014,Archivist
1060,Bryan-Hale,2280.31,1553.67,2015,2015,Quality manager
1061,Vanessa-Harrison,31980.46,3375.64,2013,2017,Make
1062,Mary-Martin,35969.51,230.7,1981,2018,Dealer
1063,Jeffrey-Williams,35225.45,3910.86,1992,1999,Translator
1064,Victor-Herrera,15149.29,3707.9,2012,2019,Dentist
1065,Shannon-Allen,36212.08,6163.43,1981,2021,Ecologist
1066,Kyle-Wolfe,37484.91,3778.41,1981,2006,Actor
1067,Veronica-Gibson,37183.5,2964.97,2002,2010,Lawyer
1068,Alexandra-Diaz,25632.68,4695.2,1986,1999,Barrister
1069,Bradley-Jones,10018.41,569.9,1997,2002,Software-Engineer
1070,Jacob-Gibson,28464.16,4829.79,2014,2014,Make
1071,Juan-Gordon,25948.81,925.01,1986,1991,Cybersecurity-Expert
1072,Stacey-Ho,22787.28,4878.47,2018,2022,Administration-Assistant
1073,Luis-Kaiser,11025.23,4529.77,2018,2020,Interpreter
1074,Ann-Hale,33764.07,5555.09,1995,2005,Haematologist
1075,Matthew-Munoz,10102.88,4776.04,2014,2020,Mudlogger
1076,Melissa-Parks,6817.31,4994.1,1989,2023,Architect
1077,Rebecca-Anderson,6053.1,2772.93,2003,2023,Herbalist
1078,Shannon-Martin,9786.53,1260.32,2003,2017,Quality manager
1079,Bonnie-Morrow,37781.14,6158.37,1983,2014,Ophthalmologist
1080,Diane-Peterson,33198.73,5591.81,1984,2014,Osteopath
1081,Aaron-Ho,17141.02,4722.42,1992,1993,Barista
1082,Angie-Costa,35235.89,259.01,1983,1994,Production-Manager
1083,Cheryl-Martinez,15528.05,6213.82,2023,2023,Solicitor
1084,Leah-Howell,12399.23,211.89,2022,2023,Banker
1085,Craig-Diaz,21795.24,6437.33,2010,2019,Solicitor
1086,Jose-Green,17593.58,6108.88,2005,2011,Dramatherapist
1087,Brandy-Rhodes,28330.53,3705.83,1995,2021,Lexicographer
1088,Catherine-Watson,11030.18,851.77,2022,2022,Phytotherapist
1089,Scott-Watts,17969.51,5014.6,2009,2020,Surgeon
1090,Stacey-Walton,30378.84,4194.25,1985,2013,Production-Manager
1091,Patricia-Morris,6496.21,3290.54,2017,2018,Actuary
1092,Nichole-Diaz,19271.58,1120.29,2004,2019,Pathologist
1093,Gina-Christensen,9159.98,4613.3,2014,2015,Actor
1094,Elizabeth-Herrera,25402.27,3871.89,1994,1994,Proofreader
1095,William-Fernandez,3921.78,760.41,2013,2023,Microbiologist
1096,Carrie-Williams,20045.07,1095.75,1993,2020,Banker
1097,Annette-Weber,16621.51,3037.25,1993,2004,Contractor
1098,Megan-Morris,4108.48,3001.66,2023,2023,Dietitian
1099,Paul-Klein,28988.29,1540.7,2002,2007,Recruitment-Specialist
1100,Sierra-Baker,29290.36,293.21,2012,2022,Translator
1101,Andrew-Nelson,2824.29,1899.56,2023,2023,Musician
1102,Wayne-Christian,26417.9,1857.85,1983,2006,Pharmacologist
1103,Olivia-Benson,34795.94,6334.2,1983,2012,Optometrist
1104,Meredith-Mathis,22019.49,3164.12,2021,2022,Astronomer
1105,Carol-Trevino,31877.81,3258.94,1983,1994,Barrister
1106,Michele-Walker,18422.67,3688.86,1982,2013,Immunologist
1107,Dan-Rose,26133.72,4647.69,2016,2019,Administration-Assistant
1108,Steven-Green,10551.4,6343.1,2004,2021,Psychotherapist
1109,Adrian-Nelson,28269.47,6563.24,1985,2003,Software-Engineer
1110,Ashlee-Martinez,33221.58,5915.73,1995,2002,Dietitian
1111,Annette-Taylor,17591.83,6885.94,2003,2004,Lexicographer
1112,Kelly-Peterson,28384.46,6232.19,2002,2004,Archivist
1113,Jamie-Christian,35854.57,6973.05,1982,2016,Administrator
1114,Gregg-Mathis,20703.14,6089.57,2021,2023,Administration-Assistant
1115,Anthony-Bennett,15148.09,4338.11,2007,2010,Haematologist
1116,Betty-Gibson,21658.36,6070.19,2009,2012,Chiropractor
1117,Tanya-Parks,20279.47,6944.12,2012,2016,Firefighter
1118,Rodney-Shaw,19975.72,5125.09,1995,2007,Ecologist
1119,Denise-Martin,4775.76,4767.51,2021,2022,Network-Administrator
1120,Monica-Weber,12240.15,2684.98,2012,2022,Neurosurgeon
1121,Robert-Perez,16499.47,2232.34,1994,2002,Barista
1122,Francis-Hester,10235.98,529.55,2011,2017,Pharmacologist
1123,Beverly-Munoz,23679.85,6727.02,1998,2021,Physiotherapist
1124,Dean-Guerrero,11160.52,710.47,1999,2016,Acupuncturist
1125,Walter-Bennett,6884.21,5620.94,2019,2023,Proofreader
1126,James-Walker,32766.2,1762.15,1983,2017,Solicitor
1127,Valerie-Marsh,20832.69,1363.16,1993,1993,Sub
1128,Gabrielle-Howell,17227.38,2643.32,2009,2017,Arboriculturist
1129,Joyce-Rodriguez,34186.62,6796.15,1995,1996,Actuary
1130,Yvette-Parks,24436.85,6714.24,1993,2013,Sub
1131,Gene-Ho,3792.71,3600.8,2023,2023,Pathologist
1132,Theresa-Miller,31684.42,6522.81,2006,2020,Lawyer
1133,Mariah-Stevenson,14932.18,4907.72,2023,2023,Toxicologist
1134,Johnny-Parks,25733.42,992.64,1980,1980,Marketing-Manager
1135,Vanessa-Patel,25909.85,5978.67,1980,2003,Marketing-Manager
1136,Derek-Gordon,29155.47,6141.3,1980,2021,Cybersecurity-Expert
1137,Gregory-Malone,36204.19,5762.72,1980,1993,Printmaker
1138,Gabrielle-Baker,9727.2,4268.26,2013,2016,Pharmacologist
1139,Emily-Riley,13033.86,736.07,1995,2019,Cybersecurity-Expert
1140,Christopher-Gallagher,32320.66,1446.36,1989,1995,Curator
1141,Brenda-Serrano,28649.01,730.64,1997,2000,Pathologist
1142,Sean-Young,33054.17,6698.45,1991,2014,Psychotherapist
1143,Dan-Cook,9830.81,5395.19,2000,2022,Sub
1144,Cindy-Williams,33529.17,1092.47,1981,1993,Curator
1145,Jonathan-Arias,37519.38,4688.25,1984,2019,Osteopath
1146,Crystal-Munoz,8587.21,5459.01,1997,2020,Production-Manager
1147,Tanya-Trevino,18901.0,3249.22,2015,2017,Gaffer
1148,Savannah-King,22032.78,5697.0,1990,2014,Marketing-Manager
1149,Alice-Bennett,10436.66,1217.99,2022,2022,Counsellor
1150,Janice-Barrera,27360.64,2395.38,2013,2023,Translator
1151,Pamela-Pena,2838.58,662.99,2016,2017,Chiropractor
1152,Wesley-Newman,25843.55,380.29,1996,2015,Archaeologist
1153,Stephanie-Davis,30601.41,3468.13,2017,2018,Hydrologist
1154,Jennifer-Benson,37394.35,6519.16,1989,2010,Make
1155,Julie-Fox,22601.85,3610.56,1988,1994,Dancer
1156,Jeffrey-Watts,35299.43,1578.19,1986,2008,Actuary
1157,Paul-Thomas,8423.79,6939.63,2022,2022,Podiatrist
1158,Calvin-Rhodes,8177.35,5531.22,1997,2017,Bookseller
1159,Sheila-Hale,22285.69,6879.05,1996,2022,Paramedic
1160,Audrey-Perez,28316.19,1719.13,2004,2012,Curator
1161,Yvonne-Trevino,9863.66,5845.83,1984,2019,Midwife
1162,Latoya-Patel,11025.76,2741.39,2002,2016,Quality manager
1163,Jesse-Klein,30012.05,1405.73,2015,2023,Cartographer
1164,Jennifer-Malone,37763.65,4901.71,1983,1991,Psychiatrist
1165,Wayne-Coffey,29484.06,3970.79,1981,1991,Architect
1166,Cory-Guerrero,33781.51,5857.91,1994,2014,Interpreter
1167,Eric-Shaw,20203.09,5935.55,2009,2020,Mechanical-Engineer
1168,Briana-Brown,3313.39,1162.69,2018,2018,Chiropodist
1169,Laura-Mathis,9229.3,1570.76,2000,2001,Software-Engineer
1170,Carrie-Martinez,23581.31,461.45,1980,2003,Lobbyist
1171,Adrian-Ho,37302.55,6298.46,1985,1997,Homeopath
1172,Gina-Flores,5311.57,1803.82,2021,2022,Musician
1173,Wendy-Smith,26951.78,5256.19,1983,1988,Quality manager
1174,Andrew-Soto,27636.89,387.13,1998,2002,Psychiatrist
1175,Jessica-Allen,25524.24,1460.69,2011,2017,Dentist
1176,Patricia-Peterson,8573.16,4988.91,1990,2002,Lobbyist
1177,Joseph-Weber,36721.24,1164.07,1983,2005,Psychotherapist
1178,David-Coffey,8818.76,1308.31,2006,2006,Meteorologist
1179,Catherine-Palmer,27397.85,4548.41,2003,2003,Metallurgist
1180,Benjamin-Riley,31938.95,413.47,1982,2022,Herpetologist
1181,Marie-Martin,30721.53,1568.5,1992,1998,Psychotherapist
1182,Aaron-Barrera,12176.72,509.04,2021,2023,Phytotherapist
1183,Chad-Kaiser,35795.14,6153.05,2012,2013,Cytogeneticist
1184,Janice-Morris,35817.45,3073.5,1986,2020,Cartographer
1185,Tracy-Smith,17459.08,1557.5,2023,2023,Animator
1186,Shelley-Gray,12953.66,4405.53,2022,2023,Banker
1187,Aaron-Robinson,26365.65,436.47,2007,2008,Recruitment-Specialist
1188,Jacob-Fox,4753.02,4447.95,2020,2020,Mudlogger
1189,Patrick-Fox,33740.76,6711.29,1996,2013,Phytotherapist
1190,Calvin-Rose,29937.94,626.16,1980,2003,Geoscientist
1191,Jasmine-Trevino,24619.63,2438.72,1987,2015,Writer
1192,Kyle-Rhodes,7360.38,640.2,1990,1990,Lobbyist
1193,Johnny-Marsh,33607.49,2961.77,1997,2000,Graphic-Designer
1194,Eric-Fox,14407.12,5893.63,1992,2012,Software-Engineer
1195,Maria-Hill,14738.16,2717.73,1993,2007,Herpetologist
1196,Chelsea-Newman,28576.87,6293.54,2009,2018,Printmaker
1197,Brandon-Johnson,28863.58,1637.99,1995,2023,Lexicographer
1198,Brianna-Christian,30457.05,2451.05,1996,2012,Acupuncturist
1199,Audrey-Odom,26855.73,2391.01,1982,1982,Copy
1200,Cesar-Murphy,19140.03,3141.86,2011,2016,Physiotherapist
1201,Nancy-Baker,37564.95,2590.97,1980,2000,Paramedic
1202,Jason-Davis,33132.41,5247.79,1987,1994,Dancer
1203,Alison-Herrera,1343.37,659.58,2008,2009,Sub
1204,Kevin-Thomas,30629.35,653.73,1986,1990,Operation-Manager
1205,Eddie-Perez,21584.14,1974.28,2006,2010,Gaffer
1206,Juan-Davis,13610.39,2105.67,2005,2012,Actor
1207,Kristy-Robinson,35994.24,6186.76,1980,1991,Photographer
1208,Lorraine-Johnson,6073.55,3118.44,2021,2022,Homeopath
1209,Alison-Murphy,22085.62,3118.68,2001,2018,Lexicographer
1210,Troy-Walton,29429.73,2976.36,2016,2023,Cartographer
1211,Sierra-Hill,3088.91,2991.48,2012,2017,Meteorologist
1212,Gwendolyn-Oneill,36937.71,3120.08,1984,2013,Osteopath
1213,Edward-Williams,11749.72,1331.97,1988,2013,Copy
1214,Leah-Baker,1533.02,189.77,2023,2023,Geoscientist
1215,Danielle-Mitchell,15654.43,2035.12,1989,2005,Operation-Manager
1216,Margaret-Morris,37285.19,6327.79,1989,2002,Lawyer
1217,Daniel-Alvarez,21279.71,3463.29,1989,2013,Dancer
1218,Patricia-Robinson,26249.34,2264.04,1983,2008,Pharmacologist
1219,Loretta-Martinez,17870.42,3698.56,1990,2020,Production-Manager
1220,Christian-Garrett,34700.32,2718.56,1981,1999,Curator
1221,Lorraine-Allen,17128.73,4783.27,1981,1990,Midwife
1222,Deanna-Miller,28662.24,5181.8,2017,2023,Cartographer
1223,Kristina-Gallagher,14378.1,1833.12,2017,2017,Physiotherapist
1224,Beverly-Hicks,26430.43,1663.03,2010,2019,Counsellor
1225,Patricia-Christian,30459.92,5512.02,1998,2020,Actuary
1226,Andre-Young,4106.31,1268.21,2023,2023,Animator
1227,Ashley-White,16721.74,675.85,2017,2022,Banker
1228,Latoya-Smith,13115.49,4229.66,1989,2001,Oceanographer
1229,Briana-Mitchell,2527.12,2141.0,2021,2022,Geochemist
1230,Tiffany-Serrano,19139.22,4166.6,1988,1989,Pharmacologist
1231,Angela-Wolfe,19642.62,6885.22,1981,2007,Illustrator
1232,Alyssa-Perez,5966.66,992.56,2021,2022,Gaffer
1233,Andre-Wilkinson,22639.69,5256.05,1987,1988,Writer
1234,Cassandra-Wilkinson,4292.58,2903.11,2021,2023,Barrister
1235,Joanna-Mcintyre,14068.35,3613.73,2019,2021,Gaffer
1236,Madison-Pena,16122.77,2482.22,2023,2023,Cytogeneticist
1237,Rachel-Murphy,9114.85,4860.9,2014,2021,Dentist
