id,name,salary,bonus,hiring_year,dismissing_year,occupation
21555,Anthony-Banks,20835.31,1052.0,1980,1985,Barista
21556,Miguel-Mcdonald,22770.34,2092.18,2012,2018,Psychiatrist
21557,Angela-Banks,29035.2,1087.09,2007,2021,Printmaker
21558,Adam-Alvarez,20722.12,5851.98,1993,2021,Meteorologist
21559,Wesley-Lindsey,22810.5,1630.42,1987,2001,Statistician
21560,Shannon-Shaw,34979.38,4817.1,1993,2008,Phytotherapist
21561,Bruce-Morrow,12195.55,5933.15,2019,2020,Curator
21562,Richard-Rodriguez,28002.76,3083.88,1986,2014,Barrister
21563,Janice-Newman,18555.32,558.0,2006,2014,Actuary
21564,Francis-Perez,35241.43,804.82,2008,2008,Make
21565,Craig-Murphy,17063.43,5754.6,2015,2021,Programmer
21566,Wanda-Barker,11022.45,5156.84,2002,2023,Quality manager
21567,Nicole-Sexton,9523.94,3222.24,2006,2012,Illustrator
21568,Dana-Gallagher,33276.83,4949.34,1980,2001,Architect
21569,Parker-Murphy,3491.07,1331.36,2023,2023,Illustrator
21570,Brandon-Weber,8230.67,4887.53,2004,2009,Cybersecurity-Expert
21571,Joanna-Costa,5869.05,774.15,2023,2023,Archivist
21572,Dustin-King,33514.91,6810.83,1985,2009,Hydrogeologist
21573,Jason-Odom,12483.88,6673.09,1992,1999,Homeopath
21574,Andrew-Pena,21350.82,1370.12,2012,2014,Psychiatrist
21575,Eddie-Smith,20001.78,1860.56,1981,2005,Midwife
21576,Wanda-Garrett,20892.01,4883.61,1991,1998,Marketing-Manager
21577,Emily-Rice,27685.47,2813.78,2023,2023,Cytogeneticist
21578,Krista-Hale,31801.7,4188.68,1980,2000,Quality manager
21579,Glenda-Stevenson,26156.64,6746.5,2005,2008,Dramatherapist
21580,Paul-Martinez,30141.89,1609.11,1987,2018,Orthoptist
21581,Matthew-Coffey,26267.06,2255.83,2002,2016,Optometrist
21582,Tracy-Bennett,16571.44,1618.21,1999,2011,Archaeologist
21583,Jamie-Walker,35594.84,6407.49,1985,2003,Software-Engineer
21584,Chad-Shaw,36476.35,1812.54,1986,2023,Herbalist
21585,Stacie-Perez,29001.22,1584.42,1995,2022,Physiotherapist
21586,Tasha-Fox,14774.33,1326.16,1994,2023,Oncologist
21587,Michael-Howell,7405.82,2339.3,2019,2019,Interpreter
21588,Wanda-White,16459.73,975.19,2023,2023,Administration-Assistant
21589,Darius-Harrison,27099.59,3694.51,1989,1999,Paramedic
21590,Jesse-Williams,30394.18,1320.94,2014,2018,Make
21591,Donald-Flores,20097.15,1623.14,1993,2004,Sub
21592,Carrie-Bates,21221.36,3841.01,2006,2021,Actuary
21593,Chelsea-Howell,11757.6,1827.96,2015,2018,Proofreader
21594,Maxwell-Klein,16228.28,5952.8,2015,2022,Programmer
21595,Jenna-Parks,3507.11,1792.84,2023,2023,Mechanical-Engineer
21596,Joyce-Fernandez,27725.16,2315.15,1985,2000,Software-Engineer
21597,Mariah-Munoz,7524.21,6628.86,2008,2016,Illustrator
21598,Danielle-Miller,12721.91,1162.98,2023,2023,Administration-Assistant
21599,Latasha-Howell,24345.64,6893.25,1981,1994,Geoscientist
21600,Jimmy-Munoz,2615.81,852.51,1998,2018,Geochemist
21601,Allen-Young,3155.9,2035.05,2021,2023,Cybersecurity-Expert
21602,Phillip-Mcintyre,26093.59,6084.75,1981,2003,Immunologist
21603,Rachel-Howell,29802.95,689.79,1981,1984,Architect
21604,Kyle-Miller,34363.91,3188.9,1981,2004,Chiropodist
21605,Glenda-Rose,16001.23,6913.67,1994,2007,Writer
21606,Victoria-Mathis,30940.09,3475.7,1986,2013,Network-Administrator
21607,Leah-Walker,15504.01,3986.77,2013,2018,Arboriculturist
21608,Jerry-Guerrero,32909.32,3738.67,1980,1990,Marketing-Manager
21609,Randy-Parks,21343.41,4000.17,2014,2019,Ophthalmologist
21610,Nancy-Sexton,30068.28,1273.4,1997,2007,Pathologist
21611,Douglas-Mcintyre,21670.58,5340.73,2009,2013,Recruitment-Specialist
21612,Kristina-Palmer,30234.12,961.02,1981,2008,Midwife
21613,Meredith-Malone,27981.69,1592.19,1989,2006,Hydrogeologist
21614,Morgan-Christensen,5953.76,4628.91,2022,2022,Geoscientist
21615,Bethany-Walton,26196.41,6303.94,1980,1998,Illustrator
21616,Jimmy-Barker,27179.29,2376.49,2013,2018,Translator
21617,Latasha-Rhodes,15091.97,2025.52,1994,2002,Sub
21618,Sabrina-Odom,25157.03,252.58,1998,2001,Psychiatrist
21619,Kristine-Banks,9084.25,4439.43,2017,2018,Dentist
21620,Francis-Gallagher,36219.98,4191.33,1981,2009,Ecologist
21621,Tami-Baker,19550.69,628.28,2000,2002,Actor
21622,Martha-Hayes,4860.65,4112.29,2021,2022,Musician
21623,Thomas-Patel,33690.48,6116.28,1998,2023,Gaffer
21624,Julie-Wong,6998.73,4292.74,2013,2019,Paramedic
21625,Heather-Weaver,9849.57,5548.23,2003,2017,Illustrator
21626,Caroline-Diaz,22877.67,6842.37,2020,2023,Phytotherapist
21627,Wanda-Wolfe,34593.0,599.71,1984,1988,Writer
21628,Loretta-Taylor,22239.09,4001.01,1992,2022,Herpetologist
21629,Yvonne-Ho,32153.4,6982.88,1985,2022,Hydrogeologist
21630,Carrie-Bennett,27024.45,1916.97,1992,2006,Psychotherapist
21631,Carol-Baker,9390.96,4798.37,2020,2021,Neurosurgeon
21632,Brad-Flores,37752.61,5726.04,1980,1986,Optometrist
21633,Bobby-Fernandez,18963.05,1378.47,2019,2023,Metallurgist
21634,Daniel-Peterson,20521.35,5320.53,1986,1991,Banker
21635,Sarah-Lindsey,13599.54,4666.95,2003,2020,Lexicographer
21636,Sean-Patel,23143.38,5751.39,1981,2017,Oceanographer
21637,Keith-Banks,16180.54,3484.12,1998,2004,Acupuncturist
21638,Diane-Gray,23577.9,2961.92,1980,2002,Illustrator
21639,Stacie-Murphy,28496.8,6607.36,1996,2007,Psychiatrist
21640,Christian-Trevino,36369.24,977.93,1980,1984,Chiropodist
21641,Laurie-Anderson,30452.62,2208.51,2004,2015,Curator
21642,Ann-Dixon,15766.87,4248.64,1982,2016,Immunologist
21643,Briana-Wolfe,3404.86,216.91,2022,2023,Lobbyist
21644,Breanna-Flores,5159.92,2298.78,2013,2013,Microbiologist
21645,Kathryn-Elliott,36875.99,2665.16,1980,1986,Dealer
21646,Janice-Peterson,23824.86,2764.83,1997,2000,Proofreader
21647,Mary-Thomas,7436.52,1271.14,2019,2019,Curator
21648,Amber-Davis,34980.14,2415.4,1982,1993,Solicitor
21649,Robert-Watts,23313.41,170.43,2010,2016,Dietitian
21650,Shelley-Cook,28873.04,1163.13,1987,2014,Dancer
21651,Jasmine-Jones,17665.24,6485.74,1984,1988,Barista
21652,Morgan-White,37598.82,247.46,1981,1984,Optometrist
21653,Troy-Marsh,20317.4,5993.45,2009,2012,Chiropractor
21654,Olivia-Munoz,6984.54,4954.06,2018,2019,Barrister
21655,Deanna-Munoz,27101.67,6396.41,1980,1993,Mechanical-Engineer
21656,Kristy-Wong,20924.59,3455.56,2007,2013,Graphic-Designer
21657,Angel-Young,35911.95,5327.98,1988,1993,Dramatherapist
21658,Christina-Murphy,6258.6,4154.92,2012,2015,Lawyer
21659,Patricia-Howell,6921.2,768.39,2005,2016,Operation-Manager
21660,Phillip-Robinson,31489.73,1588.62,2016,2020,Administration-Assistant
21661,Danielle-Robinson,27035.42,784.56,1983,1999,Quality manager
21662,Lisa-Allen,3655.18,541.69,2005,2019,Sub
21663,Christina-Oneill,2457.62,289.35,2023,2023,Lobbyist
21664,Holly-Arias,7008.85,471.39,2023,2023,Hydrologist
21665,Craig-Smith,26019.81,5596.1,2006,2014,Gaffer
21666,Adrian-Fernandez,26606.98,788.3,1981,1984,Proofreader
21667,Olivia-Phillips,27125.14,4711.15,1987,1993,Operation-Manager
21668,Yvonne-Gray,18424.3,6431.47,2009,2009,Lawyer
21669,Mary-Hill,3448.91,1095.39,2008,2010,Barista
21670,Nicole-Brown,22559.19,4487.36,2023,2023,Cytogeneticist
21671,Anthony-Rose,3451.0,451.81,2021,2021,Marketing-Manager
21672,Dana-White,23656.29,2556.86,1987,2007,Operation-Manager
21673,Grant-Brown,21692.96,4491.92,1980,2012,Barista
21674,Richard-Brown,8878.01,1318.71,2023,2023,Animator
21675,Donna-Mitchell,25424.17,6951.18,1991,1998,Contractor
21676,Matthew-Weaver,33706.91,5733.18,1980,1984,Architect
21677,Bruce-Elliott,35197.08,6245.66,1992,2005,Lexicographer
21678,Alice-Hale,3215.28,1173.11,2023,2023,Astronomer
21679,Meredith-Young,32328.02,1318.07,1981,1994,Architect
21680,Jessica-Malone,27920.2,791.19,1996,2011,Acupuncturist
21681,Rick-Malone,26016.78,1106.54,1984,1999,Osteopath
21682,Corey-Perez,35351.79,3729.67,1981,2019,Toxicologist
21683,Gina-Williams,28302.52,927.22,1999,2019,Animator
21684,Shelby-Malone,32628.8,5722.0,1987,1999,Dancer
21685,Allison-Wong,18287.97,287.93,2015,2018,Musician
21686,Jodi-Christian,24049.85,6925.93,2013,2019,Animator
21687,Tonya-Trevino,25823.65,2358.9,2017,2023,Translator
21688,Tiffany-Baker,33523.41,4081.82,1984,1998,Metallurgist
21689,Lisa-Flores,23510.9,6804.45,2018,2019,Administration-Assistant
21690,Albert-Diaz,25906.04,127.45,1980,1991,Mechanical-Engineer
21691,Sean-Peterson,32761.11,5601.17,1984,1999,Metallurgist
21692,Sabrina-Martinez,19038.0,4072.55,2020,2023,Podiatrist
21693,Mark-Mcdonald,31650.03,2847.22,1989,1999,Herbalist
21694,Isaiah-Murphy,22241.17,6419.42,2022,2022,Hydrogeologist
21695,Cassandra-Williams,30428.2,4709.86,1980,2021,Barista
21696,Jill-Wolfe,20698.36,3351.58,2021,2021,Phytotherapist
21697,Eddie-Davis,18417.56,4200.75,2021,2022,Phytotherapist
21698,Theresa-Mitchell,24626.1,3424.17,1986,2017,Network-Administrator
21699,Kristen-Munoz,15038.07,2530.39,1992,2011,Homeopath
21700,Barbara-Patel,15609.16,3162.33,2016,2019,Make
21701,Johnny-Costa,21058.97,3276.41,1993,2007,Sub
21702,Patrick-Gordon,14700.21,953.28,2019,2020,Pathologist
21703,Albert-Benson,29026.54,3975.75,1982,2014,Quality manager
21704,Brenda-Arias,13968.31,1161.59,1996,2004,Bookseller
21705,Crystal-Thomas,27749.38,1879.71,1996,2011,Acupuncturist
21706,Brian-Perez,20826.96,205.15,1992,1997,Software-Engineer
21707,Eric-Peterson,23210.15,2929.74,2009,2016,Printmaker
21708,Caroline-Anderson,15343.25,2352.6,1980,1985,Ergonomist
21709,Walter-Green,35753.44,658.78,1980,1983,Illustrator
21710,Justin-Christensen,17167.69,6201.84,1985,2015,Dealer
21711,Anthony-Morrow,17864.57,6495.06,2018,2022,Mechanical-Engineer
21712,Marie-Walker,7479.9,1338.01,1996,2022,Writer
21713,Eddie-Arias,31516.87,5315.43,1999,2019,Recruitment-Specialist
21714,Lauren-Baker,6131.7,2126.91,2009,2016,Surgeon
21715,Danielle-Patel,14191.92,6595.25,2019,2021,Administrator
21716,Jason-Hunt,29031.41,6213.36,1989,2022,Sub
21717,Vanessa-Parks,4373.86,4286.0,2015,2017,Copy
21718,Latoya-Fox,18651.06,6685.43,2023,2023,Animator
21719,Jasmine-Mathis,21877.19,789.17,1996,2015,Bookseller
21720,Julia-Newman,19273.87,6273.38,2015,2020,Make
21721,Bryan-Gonzalez,13448.05,5521.41,1987,2008,Statistician
21722,Lisa-Smith,36434.61,2009.85,1980,1987,Midwife
21723,Samantha-Banks,6640.58,605.34,2022,2023,Oceanographer
21724,Mark-Allen,30242.07,4154.06,2011,2022,Dentist
21725,Gabrielle-Shaw,24010.1,361.01,1982,1994,Marketing-Manager
21726,Gary-Herrera,30427.61,5023.02,1980,2012,Geoscientist
21727,Cassandra-Parks,13606.08,3458.71,2007,2016,Graphic-Designer
21728,Marc-Green,33517.63,1936.64,1980,1999,Economist
21729,Cory-Palmer,2624.57,2407.36,2016,2020,Production-Manager
21730,Jackie-Rodriguez,30090.51,5941.58,2007,2023,Surgeon
21731,Troy-Patel,19812.81,4304.9,2018,2018,Hydrologist
21732,Loretta-Watson,28738.01,4011.17,2009,2013,Counsellor
21733,Gabrielle-Green,37726.67,2680.64,1980,2010,Haematologist
21734,Derek-Weaver,31730.6,4774.33,1985,2015,Production-Manager
21735,Chad-Serrano,32652.45,951.18,1997,1998,Haematologist
21736,Zachary-Robinson,11387.68,4515.98,2023,2023,Solicitor
21737,Kathleen-Morrow,31136.51,878.16,1994,2012,Optometrist
21738,Lisa-Klein,7310.11,1148.99,2021,2022,Dancer
21739,Joel-Ho,10078.46,1320.01,2019,2020,Cartographer
21740,Holly-Odom,18132.3,3351.59,1982,1993,Copy
21741,Dean-Kaiser,27332.48,5279.96,1997,2006,Haematologist
21742,Gary-Lindsey,33729.09,5462.75,1981,1996,Curator
21743,Shelby-Rodriguez,20006.44,775.88,2022,2022,Hydrogeologist
21744,Laurie-Gallagher,33143.89,2659.32,1990,2020,Printmaker
21745,Albert-Harrison,34880.84,6809.01,1998,2008,Gaffer
21746,Joanna-Wilkinson,31993.4,3350.68,1981,1996,Midwife
21747,Jay-Riley,11902.71,138.71,1980,2006,Lobbyist
21748,Brad-Woods,7502.24,425.39,2021,2023,Musician
21749,Lisa-Hunt,11841.67,6494.51,1988,1995,Architect
21750,Lydia-Jones,14155.14,2015.01,1992,2005,Software-Engineer
21751,Rebecca-Hicks,19092.06,5310.89,2019,2022,Cartographer
21752,Nathaniel-Elliott,10338.89,3439.72,2013,2017,Microbiologist
21753,Tonya-Barrera,37436.63,1932.16,1980,2017,Hydrogeologist
21754,Calvin-Rhodes,25251.34,4264.38,2015,2016,Administrator
21755,Annette-Rhodes,11952.67,1833.01,2016,2018,Ophthalmologist
21756,Katherine-Barrera,27048.59,3871.25,1981,1992,Geochemist
21757,Tammy-Elliott,12384.72,2159.88,1981,2009,Geochemist
21758,Emily-Kaiser,19030.49,493.27,2009,2018,Lawyer
21759,Melanie-Serrano,27168.32,6000.18,2023,2023,Cytogeneticist
21760,Angela-Palmer,3846.73,3752.23,2023,2023,Dietitian
21761,Rhonda-Nelson,28877.3,653.15,1984,1997,Animator
21762,Laura-Walker,10794.18,1518.27,2019,2022,Pathologist
21763,Jasmine-Mathis,18406.75,1652.24,1993,2011,Contractor
21764,Krista-Watts,19307.59,1073.43,2012,2021,Dentist
21765,Jacob-Riley,24982.85,568.51,2006,2022,Graphic-Designer
21766,Alyssa-Wilkinson,31718.31,1467.16,1981,2012,Musician
21767,Tonya-Hunt,31274.56,3372.42,1989,2007,Paramedic
21768,Sierra-Banks,31066.75,6973.14,1980,1984,Lobbyist
21769,Loretta-Bates,3784.29,1993.36,2023,2023,Banker
21770,Alexa-Allen,8401.99,3371.53,2019,2023,Pharmacologist
21771,Travis-Davis,36897.09,300.59,1983,1992,Lexicographer
21772,Samuel-Morris,23706.39,2648.12,2020,2023,Podiatrist
21773,Ronald-Barker,14476.91,2818.55,2020,2020,Firefighter
21774,Shelley-Wong,5008.09,2161.58,2023,2023,Banker
21775,Audrey-Wong,4509.68,147.52,1988,2012,Geochemist
21776,Julie-Rodriguez,15401.2,5538.05,1993,2016,Sub
21777,Troy-Klein,36282.78,1095.42,1992,2023,Lexicographer
21778,Anthony-Bates,32586.38,3420.81,1980,2002,Lobbyist
21779,Kelly-Soto,11670.37,288.61,2022,2023,Printmaker
21780,Francis-Ho,16870.15,3443.32,2011,2021,Land
21781,David-Mitchell,17077.8,967.84,2005,2011,Dramatherapist
21782,Craig-Martin,19044.11,3640.53,2015,2015,Programmer
21783,Wesley-Nelson,22381.14,277.04,1982,1993,Marketing-Manager
21784,Dan-Riley,10655.5,5616.65,1980,1989,Ergonomist
21785,John-Howell,36605.91,5407.78,1980,1991,Midwife
21786,Paul-Hunt,16709.64,3328.72,2022,2023,Hydrogeologist
21787,Bonnie-Herrera,9916.94,4700.32,2022,2023,Metallurgist
21788,Nancy-Benson,23878.67,1275.69,1981,1983,Immunologist
21789,Troy-Mcintyre,21628.33,213.25,2006,2023,Actuary
21790,Eric-Walker,26423.6,413.25,2023,2023,Cytogeneticist
21791,Dawn-Murphy,30846.73,6842.69,1980,2020,Ergonomist
21792,Chelsea-Rose,14009.62,6064.26,2015,2022,Proofreader
21793,Teresa-Gibson,7479.94,4245.74,2022,2023,Orthoptist
21794,Allen-Alvarez,19524.0,4799.29,1981,2003,Architect
21795,Jacob-Peterson,26945.66,5444.1,1992,1993,Psychotherapist
21796,Isaiah-Mcdonald,37492.38,3270.3,1981,2006,Cartographer
21797,Alexandra-Barker,37669.79,5130.31,1998,2010,Programmer
21798,Latasha-Parks,33097.06,6446.74,1983,2012,Land
21799,Cody-Murphy,30884.27,1978.87,2012,2015,Translator
21800,Travis-Shaw,27204.71,1423.78,1985,2000,Software-Engineer
21801,Loretta-Jones,7241.5,4950.38,2021,2023,Psychotherapist
21802,Alexa-Hunt,8554.37,1475.65,2022,2023,Oceanographer
21803,Heather-Miller,29243.53,2341.9,1980,1981,Ergonomist
21804,Tami-Taylor,8979.61,5841.43,2016,2018,Arboriculturist
21805,Calvin-Gonzalez,32353.59,745.71,1981,2008,Geochemist
21806,Grant-Oneill,25626.75,4366.95,2003,2008,Interpreter
21807,Tammy-Taylor,34524.18,6225.03,1980,2022,Banker
21808,George-Brown,11313.23,1865.92,2009,2020,Marketing-Manager
21809,Tiffany-Phillips,22946.77,4017.58,2022,2023,Hydrogeologist
21810,Michelle-Jones,7577.36,5771.67,2022,2022,Podiatrist
21811,Victoria-Morrow,1699.45,1408.87,2023,2023,Translator
21812,Annette-Watson,13833.58,4707.11,2005,2015,Actor
21813,Larry-Robinson,27028.36,3480.18,1981,2007,Immunologist
21814,Kathryn-Bennett,13229.57,1597.93,1996,2012,Bookseller
21815,Larry-Odom,31945.53,2637.05,1990,2016,Curator
21816,Ashlee-Walton,18180.22,2625.93,1995,1999,Ecologist
21817,Corey-Peterson,12114.78,5470.42,2017,2020,Programmer
21818,Chad-Phillips,14310.94,5960.41,1994,1995,Barista
21819,Michael-Coffey,37138.96,3058.55,1985,1993,Orthoptist
21820,Grant-Wilkinson,17271.91,1222.8,2005,2014,Arboriculturist
21821,Kristine-Gibson,29887.75,2280.89,1987,2017,Dancer
21822,Michael-Howell,25348.26,1741.74,2014,2018,Ophthalmologist
21823,Kaitlyn-Cook,13256.7,3060.58,1998,2007,Herbalist
21824,Marc-Bates,17792.46,305.74,2022,2023,Hydrogeologist
21825,Grant-Hester,26409.6,6342.09,1988,1993,Production-Manager
21826,Thomas-Ho,34015.93,3311.45,1993,2001,Interpreter
21827,Joel-Anderson,22679.86,6009.43,2014,2016,Make
21828,Ian-Costa,26881.7,2829.95,2011,2011,Animator
21829,Phillip-Baker,20612.85,6084.7,2000,2003,Toxicologist
21830,Walter-Phillips,35921.76,5675.84,1988,1996,Psychiatrist
21831,Jacob-Martin,33531.63,4204.03,1990,1991,Printmaker
21832,Toni-Costa,32129.44,514.38,2014,2021,Artist
21833,Wanda-Baker,2323.17,2249.7,2023,2023,Metallurgist
21834,Bobby-Gray,4217.2,1368.51,2020,2021,Mudlogger
21835,Sabrina-Munoz,7349.1,2480.17,1983,2019,Immunologist
21836,Ann-Soto,23840.24,6268.36,1980,1990,Lobbyist
21837,Brenda-Morrow,34351.18,808.39,1987,2009,Cartographer
21838,Taylor-Palmer,15465.18,6194.19,1993,1994,Sub
21839,Tara-Anderson,7107.07,482.86,2023,2023,Mechanical-Engineer
21840,Renee-Benson,5606.81,3674.97,2010,2021,Copy
21841,Donald-Wong,7201.02,719.92,2019,2019,Interpreter
21842,Christine-Hayes,34521.29,5646.67,1982,1985,Firefighter
21843,Adam-Oneill,23112.87,5845.7,2020,2022,Phytotherapist
21844,James-Wolfe,23259.77,4396.9,1988,2022,Meteorologist
21845,Theresa-Martinez,14547.42,4240.29,2022,2023,Banker
21846,Angel-Dixon,16064.69,4463.75,2017,2021,Barrister
21847,Kenneth-Miller,18276.04,1477.53,2001,2011,Geoscientist
21848,Teresa-Murphy,9970.8,240.21,1982,1993,Immunologist
21849,Anthony-Christian,13115.83,3632.35,2023,2023,Toxicologist
21850,Christine-Rodriguez,29107.91,4160.36,2009,2009,Counsellor
21851,Deborah-Williams,17946.51,4231.27,1981,1996,Midwife
21852,Audrey-Smith,23675.1,4191.54,2004,2016,Psychiatrist
21853,Alison-Stevenson,27559.11,3920.16,1998,2022,Psychiatrist
21854,Katherine-Martin,31884.9,5467.26,1985,2020,Hydrogeologist
21855,Tara-Baker,17475.5,2241.2,2003,2020,Interpreter
21856,Annette-Harrison,16437.19,6049.17,2013,2019,Arboriculturist
21857,Randy-Trevino,22631.55,6107.74,2019,2022,Archivist
21858,Kimberly-Arias,28610.53,1960.38,1980,1990,Cybersecurity-Expert
21859,Amanda-Walker,36943.13,5494.1,1980,1992,Psychotherapist
21860,Joyce-Stevenson,30568.63,134.47,1986,2005,Oncologist
21861,Jon-Coffey,30945.88,6301.06,2014,2015,Make
21862,Randy-Weber,16700.49,4649.11,1981,1993,Geochemist
21863,Mark-Cook,26053.65,306.26,1989,2013,Paramedic
21864,Mike-Weaver,26865.84,4681.57,2001,2008,Lexicographer
21865,Michele-Cook,12730.47,6758.93,2021,2021,Phytotherapist
21866,Francis-Rose,14158.68,5884.95,2008,2015,Dancer
21867,Amber-Morrow,31075.81,4749.72,1981,2002,Immunologist
21868,Samuel-Jones,24852.25,2031.82,2011,2017,Dentist
21869,Megan-Brown,35921.83,6459.0,1990,2008,Translator
21870,Jesse-Howell,36802.91,1855.82,1981,2004,Actuary
21871,Crystal-Shaw,31646.53,415.72,1980,2003,Marketing-Manager
21872,Brenda-Munoz,6300.66,2487.99,2023,2023,Hydrologist
21873,Pamela-Wolfe,33087.09,6631.44,1980,1989,Barista
21874,Brandon-Perez,31378.58,5922.89,1985,2019,Hydrogeologist
21875,Kaitlyn-Christian,18766.95,3444.11,2007,2016,Surgeon
21876,Isaiah-Gray,33543.13,6140.38,2006,2023,Cartographer
21877,Sean-Rodriguez,2088.31,1898.98,2023,2023,Haematologist
21878,Benjamin-Shaw,22296.38,773.82,2018,2022,Administrator
21879,Bobby-Jones,25074.33,4646.0,1980,1985,Mudlogger
21880,Kristina-Thomas,37046.25,4094.97,1981,2005,Herbalist
21881,Kathryn-Mathis,10449.62,2522.23,2022,2023,Hydrogeologist
21882,Kristine-Watson,2891.92,2356.61,2023,2023,Illustrator
21883,Gene-Kaiser,33229.7,5361.93,1983,1993,Barrister
21884,Melanie-Nelson,2985.19,184.96,2004,2006,Contractor
21885,Zachary-Gordon,36413.38,4971.48,1983,1993,Hydrogeologist
21886,Victor-Murphy,5966.54,1523.24,2021,2022,Dancer
21887,Theresa-Trevino,3516.6,2008.2,2002,2009,Contractor
21888,Crystal-Mcdonald,30703.08,4491.85,1995,1998,Archivist
21889,Cheryl-Benson,28796.92,6673.88,1988,1999,Oncologist
21890,James-Benson,29233.15,234.85,1987,2022,Neurosurgeon
21891,Albert-Diaz,1560.37,289.17,1994,1994,Statistician
21892,Edward-Smith,8614.59,967.96,2019,2019,Curator
21893,Stephanie-Hester,36284.0,3962.03,1980,2012,Illustrator
21894,Dawn-Morrow,37267.91,4795.57,2002,2022,Make
21895,Jackie-Marsh,30319.48,6747.19,1980,1998,Marketing-Manager
21896,Sonya-Nelson,37114.22,1767.97,1980,2007,Dancer
21897,Stephanie-Kaiser,36117.94,3550.99,1988,2002,Dietitian
21898,Jonathan-Coffey,15307.51,394.38,2004,2005,Psychotherapist
21899,Olivia-Howell,15676.51,4139.34,2013,2023,Chiropodist
21900,Jon-Davis,6355.25,2400.79,2018,2020,Barrister
21901,Kristen-Harrison,13324.25,5989.01,1997,2013,Neurosurgeon
21902,Catherine-Barker,29161.21,2348.47,2014,2014,Make
21903,Mitchell-Sexton,19014.27,1619.33,1982,2005,Immunologist
21904,Maxwell-Parks,24733.88,2278.91,2023,2023,Cytogeneticist
21905,Emily-Woods,30835.96,2686.38,2004,2007,Graphic-Designer
21906,Natalie-Klein,7814.12,3668.0,2011,2023,Meteorologist
21907,Rodney-Soto,35021.59,6834.94,1983,2011,Optometrist
21908,Matthew-Morris,18878.72,4127.6,1980,1982,Mudlogger
21909,Jasmine-Brown,33140.2,5407.19,1985,1992,Ophthalmologist
21910,Aaron-Hunt,30615.58,5637.54,1980,2000,Pharmacologist
21911,Lydia-Coffey,10486.57,1660.11,2016,2021,Arboriculturist
21912,April-Hunt,25510.53,4416.43,1980,2019,Mudlogger
21913,Alison-Smith,3933.49,1780.99,2022,2022,Phytotherapist
21914,Miguel-Gonzalez,37517.82,5625.19,1980,1999,Network-Administrator
21915,Austin-Harrison,23771.7,1628.32,2023,2023,Cytogeneticist
21916,Candace-Dixon,6950.64,2360.01,2020,2023,Haematologist
21917,Julie-Young,36790.36,4655.33,1980,1987,Counsellor
21918,Candace-Green,26293.8,3111.79,1991,1994,Hydrogeologist
21919,Natalie-Howell,19670.16,4521.33,2001,2018,Lexicographer
21920,Grant-Stevenson,31738.21,998.97,1982,2003,Counsellor
21921,Brad-Pena,2417.95,440.83,2023,2023,Chiropodist
21922,Rachel-Baker,33625.92,604.16,1981,1992,Archaeologist
21923,Gene-Riley,7282.87,5021.23,2007,2012,Copy
21924,Kristine-Marsh,24781.96,1460.12,2015,2021,Musician
21925,Steven-Rose,22143.5,1936.64,1999,2023,Archaeologist
21926,Kristy-Martin,32271.92,1257.43,1999,2000,Actor
21927,Toni-Bates,7500.39,3926.92,2022,2023,Banker
21928,Matthew-Jones,25722.52,5557.66,1984,2022,Osteopath
21929,Brad-Serrano,27572.11,3952.46,1988,2008,Production-Manager
21930,Brenda-Perez,19401.8,4331.85,2021,2021,Orthoptist
21931,Taylor-Morrow,27133.29,977.82,1981,2001,Immunologist
21932,Sara-Oneill,31546.52,1809.64,2003,2014,Chiropractor
21933,Rodney-Mcintyre,11448.05,5192.9,1984,2019,Midwife
21934,Kim-Coffey,19935.99,462.84,1984,2021,Arboriculturist
21935,Jill-Howell,1655.11,1511.71,2023,2023,Firefighter
21936,Audrey-Woods,16330.8,727.56,2023,2023,Cytogeneticist
21937,Parker-Shaw,22062.7,1496.78,2014,2016,Ophthalmologist
21938,Ashlee-Johnson,16053.6,3896.91,2017,2017,Actuary
21939,Tara-Sexton,22724.62,671.42,2005,2011,Microbiologist
21940,Brianna-Hunt,12732.97,4361.88,2016,2021,Recruitment-Specialist
21941,Ana-Hill,27427.38,1173.64,1980,2004,Geoscientist
21942,Kim-White,13890.28,6087.51,1980,1997,Lobbyist
21943,Craig-Johnson,37018.16,2773.55,1980,1995,Contractor
21944,Stacey-Shaw,27081.34,3077.96,2006,2018,Graphic-Designer
21945,Andrew-Hale,14853.17,6413.5,2013,2019,Chiropodist
21946,Megan-Alvarez,33733.08,1213.06,1980,2003,Oceanographer
21947,Margaret-Perez,28992.6,3160.28,1980,2000,Geoscientist
21948,Sandra-Hunt,22595.44,762.6,1992,2011,Barrister
21949,Monica-Soto,33982.2,2776.61,1994,2022,Haematologist
21950,Maria-Davis,29204.71,6674.46,1984,2020,Osteopath
21951,Patty-Banks,36918.44,4671.68,1981,2023,Network-Administrator
21952,Latoya-Kaiser,24313.18,1924.7,1998,1999,Psychiatrist
21953,Ana-Davis,36483.99,2324.22,1990,2008,Graphic-Designer
21954,Dean-Oneill,22009.08,1708.97,1987,1995,Operation-Manager
21955,Olivia-Costa,24468.7,4644.79,1988,2001,Meteorologist
21956,Austin-Baker,18343.54,953.37,1993,2020,Oncologist
21957,Justin-Gray,37725.72,5930.97,1980,2007,Interpreter
21958,Ian-Rice,34736.83,6370.85,1992,2017,Dramatherapist
