AreaCode,Phone,City,State,Zip,HasChild,Salary,Rate,ChildExemp
207,1012623,MORRILL,ME,4952,N,2353500,8.5,0
503,1002785,DIAMOND,OR,97722,N,4659000,9.0,0
207,1007542,KITTERY,ME,3904,N,3536500,8.5,0
308,1008635,ERICSON,NE,68637,N,558000,6.84,0
804,1002497,RICHMOND,VA,23234,N,2316000,5.75,0
570,1000142,COOPERSTOWN,PA,16317,Y,863000,3.07,0
602,1001785,GILA BEND,AZ,85337,Y,1460500,5.04,2300
603,1000343,GRANTHAM,NH,3753,N,426500,0.0,0
731,1000152,BRISTOL,TN,37621,Y,4282000,0.0,0
785,1002681,HOLCOMB,KS,67851,N,4799000,6.45,0
240,1001713,BETHESDA,MD,20814,Y,1783500,4.75,2400
602,1001253,SAN TAN VALLEY,AZ,85140,N,3009000,5.04,0
617,1000533,HOPKINTON,MA,1748,N,584500,5.3,0
479,1003059,HARRIET,AR,72639,N,276000,7.0,0
540,1001718,CHARLOTTESVILLE,VA,22909,N,3251500,5.75,0
803,1001993,LANCASTER,SC,29721,N,380000,7.0,0
586,1000177,LANSING,MI,48918,Y,2032500,3.9,3100
608,1000739,STOCKHOLM,WI,54769,Y,2455000,6.75,400
410,1003379,COMPTON,MD,20627,N,3138500,4.75,0
501,1000451,ATKINS,AR,72823,Y,1500,1.0,20
573,1001229,LUCERNE,MO,64655,N,261000,6.0,0
541,1003513,GRASS VALLEY,OR,97029,Y,4043000,9.0,159
802,1009363,MOUNT HOLLY,VT,5758,N,1154000,9.5,0
859,1004622,BEECHMONT,KY,42323,Y,4852000,6.0,20
520,1003208,PRESCOTT,AZ,86330,Y,3004500,5.04,2300
308,1001369,AXTELL,NE,68924,Y,4197500,6.84,103
605,1006141,INTERIOR,SD,57750,Y,3608500,0.0,0
787,1003151,VILLALBA,PR,766,N,1994000,0.0,0
406,1003305,GLENDIVE,MT,59330,Y,4212500,6.9,1900
440,1001650,CINCINNATI,OH,45246,N,4086500,7.18,0
623,1000358,FLORENCE,AZ,85132,N,1523000,5.04,0
430,1000614,GATESVILLE,TX,76528,Y,2633500,0.0,0
910,1001820,CHARLOTTE,NC,28271,N,3203000,8.25,0
402,1006848,SUMNER,NE,68878,Y,3173500,6.84,103
803,1000842,SALLEY,SC,29137,Y,2287000,7.0,3300
781,1002181,ONSET,MA,2558,N,1770000,5.3,0
301,1004201,CALIFORNIA,MD,20619,N,2834500,4.75,0
918,1001094,TULSA,OK,74120,Y,2675500,6.25,1000
904,1000483,TAMPA,FL,33629,N,4894000,0.0,0
208,1001762,COEUR D ALENE,ID,83814,N,1864500,7.8,0
435,1003486,SALT LAKE CITY,UT,84127,N,550000,7.0,0
787,1005957,CAROLINA,PR,984,N,2895000,0.0,0
971,1004448,OTTER ROCK,OR,97369,N,534500,9.0,0
786,1000590,LAKESHORE,FL,33854,N,847000,0.0,0
706,1001617,BAINBRIDGE,GA,39818,N,4544000,6.0,0
808,1019492,KAPOLEI,HI,96707,N,1811500,8.25,0
202,1017343,WASHINGTON,DC,20470,N,1292000,9.0,0
803,1003383,CHARLESTON,SC,29402,Y,2102500,7.0,3300
605,1011254,LOWER BRULE,SD,57548,N,182500,0.0,0
715,1001604,FREDONIA,WI,53021,N,712500,6.75,0
318,1001133,VIDALIA,LA,71373,N,3301000,6.0,0
914,1000180,SOUTH OTSELIC,NY,13155,Y,1040500,6.85,1000
317,1000909,LAGRANGE,IN,46761,N,1260500,3.4,0
509,1002465,KAHLOTUS,WA,99335,Y,3050000,0.0,0
262,1003015,STRATFORD,WI,54484,Y,4557000,6.75,400
781,1000318,SUTTON,MA,1590,N,3630000,5.3,0
207,1004438,AUGUSTA,ME,4330,N,2843500,8.5,0
607,1000170,LYONS,NY,14489,N,2320500,6.85,0
413,1001153,ABINGTON,MA,2351,Y,4819000,5.3,1000
479,1005956,SMACKOVER,AR,71762,Y,1840000,7.0,20
712,1003105,WEST CHESTER,IA,52359,N,2946500,8.98,0
802,1001334,TOPSHAM,VT,5076,N,3678500,9.5,0
225,1001305,HAYNESVILLE,LA,71038,N,1714000,6.0,0
808,1002491,HONOLULU,HI,96840,N,2006500,8.25,0
939,1007416,SANTA ISABEL,PR,757,N,4440500,0.0,0
580,1006220,CEMENT,OK,73017,Y,4346000,6.25,1000
620,1003842,OPOLIS,KS,66760,N,4136500,6.45,0
270,1001427,CURDSVILLE,KY,42334,Y,2435500,6.0,20
208,1011305,ARBON,ID,83212,Y,4774500,7.8,3300
907,1010187,KIPNUK,AK,99614,Y,4923500,0.0,0
308,1004880,OMAHA,NE,68139,N,2608000,6.84,0
360,1001993,BENTON CITY,WA,99320,N,3284000,0.0,0
505,1001999,AMALIA,NM,87512,N,3580000,5.3,0
314,1002398,EDGAR SPRINGS,MO,65462,Y,2819000,6.0,1200
319,1003219,GRANGER,IA,50109,Y,3641500,8.98,40
636,1003009,CHILHOWEE,MO,64733,N,3648000,6.0,0
972,1000091,SUNRAY,TX,79086,Y,672500,0.0,0
703,1001540,DRAKES BRANCH,VA,23937,Y,522500,5.75,900
207,1014365,KENDUSKEAG,ME,4450,Y,4674000,8.5,2850
803,1001321,FLORENCE,SC,29501,N,1597000,7.0,0
931,1001444,MEMPHIS,TN,38157,N,4428500,0.0,0
337,1001795,NEW ORLEANS,LA,70112,Y,687000,6.0,1000
970,1004035,ARVADA,CO,80005,Y,4317500,4.63,0
401,1013793,PROVIDENCE,RI,2912,N,3399500,0.0,0
907,1011101,STEVENS VILLAGE,AK,99774,Y,349500,0.0,0
636,1002173,OZARK,MO,65721,Y,2785500,6.0,1200
339,1000206,CHICOPEE,MA,1014,N,1625500,5.3,0
317,1001555,CLAY CITY,IN,47841,Y,949500,3.4,1000
775,1005956,SPARKS,NV,89436,N,3615000,0.0,0
208,1016873,TETONIA,ID,83452,N,2078000,7.8,0
229,1002308,LUMPKIN,GA,31815,N,3035000,6.0,0
207,1014036,PROSPECT HARBOR,ME,4669,Y,1998000,8.5,2850
215,1001900,DAMASCUS,PA,18415,N,2789500,3.07,0
402,1002169,LINDSAY,NE,68644,Y,3673000,6.84,103
505,1012623,RIO RANCHO,NM,87174,Y,406000,5.3,3300
808,1015259,KAHULUI,HI,96732,Y,3426500,8.25,1040
878,1000662,SPRINGS,PA,15562,N,2170000,3.07,0
360,1003480,SUMNER,WA,98390,N,2012000,0.0,0
701,1012918,PEKIN,ND,58361,Y,3085500,5.54,3300
252,1001414,WILMINGTON,NC,28410,N,2482500,8.25,0
412,1000401,NEW PARIS,PA,15554,Y,1329500,3.07,0
540,1001059,ARLINGTON,VA,22243,Y,3005500,5.75,900
802,1016018,UNDERHILL,VT,5489,Y,1166000,9.5,3300
808,1007794,HALEIWA,HI,96712,N,490500,8.25,0
614,1000546,VERSAILLES,OH,45380,N,1504500,7.18,0
609,1001325,NEW MILFORD,NJ,7646,Y,3608500,8.97,1500
414,1001176,BRISTOL,WI,53104,Y,3594500,6.75,400
307,1014524,LUSK,WY,82225,Y,4987000,0.0,0
206,1000589,PALOUSE,WA,99161,Y,1321000,0.0,0
406,1011301,BIGFORK,MT,59911,N,512500,6.9,0
870,1001209,FORDYCE,AR,71742,Y,1646500,7.0,20
303,1000315,HOLYOKE,CO,80734,N,4508500,4.63,0
860,1000982,BRIDGEPORT,CT,6650,Y,2681000,5.0,0
601,1003639,PASCAGOULA,MS,39581,N,445000,5.0,0
401,1004966,WESTERLY,RI,2891,N,3947500,0.0,0
505,1010853,SACRAMENTO,NM,88347,Y,912500,5.3,3300
939,1008611,JUANA DIAZ,PR,795,Y,3632000,0.0,0
907,1016667,KOTLIK,AK,99620,N,3206500,0.0,0
978,1001327,SOUTH ORLEANS,MA,2662,N,3559000,5.3,0
478,1001389,ATLANTA,GA,30318,Y,1553000,6.0,3000
787,1005356,SALINAS,PR,751,Y,1313500,0.0,0
918,1001865,CHEROKEE,OK,73728,N,4593500,6.25,0
207,1010964,GREENWOOD,ME,4255,N,1866000,8.5,0
605,1008691,KRANZBURG,SD,57245,Y,14000,0.0,0
971,1002580,LA PINE,OR,97739,Y,3709000,9.0,159
808,1014901,WAIMEA,HI,96796,N,1910000,8.25,0
402,1004580,MILLIGAN,NE,68406,Y,3607500,6.84,103
262,1002215,DE FOREST,WI,53532,N,1618500,6.75,0
858,1000630,OAKLAND,CA,94602,N,2556000,9.3,0
225,1000335,MANSFIELD,LA,71052,Y,67500,6.0,1000
947,1000237,SIDNAW,MI,49961,Y,2810000,3.9,3100
234,1001694,DAYTON,OH,45416,Y,2651500,7.18,1300
703,1002250,DULLES,VA,20199,N,3120500,5.75,0
620,1004284,OVERLAND PARK,KS,66224,N,2468500,6.45,0
863,1000509,DOVER,FL,33527,Y,910000,0.0,0
234,1000964,MUNROE FALLS,OH,44262,Y,957000,7.18,1300
504,1000723,METAIRIE,LA,70033,Y,3771000,6.0,1000
601,1004249,HATTIESBURG,MS,39404,Y,250500,5.0,1500
864,1004996,COLUMBIA,SC,29206,N,2732000,7.0,0
419,1000665,OSTRANDER,OH,43061,Y,1513000,7.18,1300
541,1005038,WESTON,OR,97886,Y,708000,9.0,159
410,1003817,HAGERSTOWN,MD,21741,Y,3505000,4.75,2400
307,1015507,GARRETT,WY,82058,Y,3382500,0.0,0
773,1000793,VIRDEN,IL,62690,N,4905000,3.0,0
606,1001509,SALT LICK,KY,40371,Y,577500,6.0,20
828,1001302,WHITE PLAINS,NC,27031,Y,4234500,8.25,3300
801,1008888,GROUSE CREEK,UT,84313,N,4859500,7.0,0
631,1001199,FRIENDSHIP,NY,14739,N,30500,4.13,0
701,1009883,KNOX,ND,58343,Y,651500,5.54,3300
208,1011751,IDAHO FALLS,ID,83402,N,2596500,7.8,0
484,1001920,NEW BLOOMFIELD,PA,17068,Y,3573500,3.07,0
347,1000169,BLOOMING GROVE,NY,10914,N,4826500,6.85,0
731,1001390,MEMPHIS,TN,38182,Y,654500,0.0,0
314,1002676,KANSAS CITY,MO,64137,Y,3648000,6.0,1200
605,1013117,MILESVILLE,SD,57553,N,3777500,0.0,0
908,1000787,WASHINGTON,NJ,7882,N,3453500,8.97,0
978,1001082,CHICOPEE,MA,1014,Y,2224000,5.3,1000
631,1001225,GORHAM,NY,14461,N,2713500,6.85,0
878,1001579,ALLISON PARK,PA,15101,N,3588500,3.07,0
276,1000574,VIENNA,VA,22182,N,1275500,5.75,0
225,1003089,GARDEN CITY,LA,70540,N,4863500,6.0,0
425,1003495,CARROLLS,WA,98609,Y,3051000,0.0,0
207,1011581,NAPLES,ME,4055,N,239000,8.5,0
802,1015463,RICHFORD,VT,5476,N,4649000,9.5,0
603,1018193,HAVERHILL,NH,3765,N,4072500,0.0,0
260,1003167,DECATUR,IN,46733,N,2589500,3.4,0
580,1004217,EDMOND,OK,73003,N,2714500,6.25,0
910,1001402,ROCKY MOUNT,NC,27803,N,3475500,8.25,0
731,1002309,COKER CREEK,TN,37314,N,1765000,0.0,0
505,1002876,CORDOVA,NM,87523,Y,680000,5.3,3300
228,1004794,PONTOTOC,MS,38863,Y,318000,5.0,1500
360,1000801,MALDEN,WA,99149,N,962000,0.0,0
276,1000342,LITTLE PLYMOUTH,VA,23091,N,3534000,5.75,0
401,1013297,EXETER,RI,2822,N,4459500,0.0,0
515,1002883,FORT DODGE,IA,50501,Y,516000,8.98,40
307,1016508,POINT OF ROCKS,WY,82942,N,3802000,0.0,0
720,1004350,EVANS,CO,80620,Y,1265500,4.63,0
816,1002052,HALLSVILLE,MO,65255,N,3430500,6.0,0
620,1002487,COLWICH,KS,67030,N,3988500,6.45,0
551,1001444,PATERSON,NJ,7510,Y,2659000,8.97,1500
769,1001699,STONEWALL,MS,39363,Y,4731500,5.0,1500
561,1000668,OCALA,FL,34473,Y,3322500,0.0,0
225,1002867,MER ROUGE,LA,71261,N,1797000,6.0,0
701,1005507,TUTTLE,ND,58488,N,1654000,5.54,0
302,1014174,WILMINGTON,DE,19810,Y,3314500,5.95,110
405,1003887,LAHOMA,OK,73754,Y,204500,6.25,1000
920,1001643,LAKE TOMAHAWK,WI,54539,Y,2104500,6.75,400
715,1000318,LAKEWOOD,WI,54138,Y,457500,6.75,400
918,1005625,DEWAR,OK,74431,N,1289500,6.25,0
435,1009675,FORT DUCHESNE,UT,84026,Y,2071500,7.0,2475
309,1000412,MONTGOMERY,IL,60538,N,3669500,3.0,0
515,1003423,PIERSON,IA,51048,N,2059000,8.98,0
757,1002473,VICTORIA,VA,23974,Y,2421500,5.75,900
202,1014593,WASHINGTON,DC,20053,Y,636000,9.0,1370
939,1008165,BARCELONETA,PR,617,Y,1901000,0.0,0
304,1003819,COOL RIDGE,WV,25825,N,4989500,6.5,0
808,1002694,MAUNALOA,HI,96770,Y,2879500,8.25,1040
423,1000514,ROCK ISLAND,TN,38581,Y,2404000,0.0,0
505,1002743,COSTILLA,NM,87524,Y,2986000,5.3,3300
816,1001635,PICKERING,MO,64476,Y,1694500,6.0,1200
802,1015928,WELLS RIVER,VT,5081,Y,4124000,9.5,3300
814,1001975,YOUNGWOOD,PA,15697,Y,3883000,3.07,0
607,1000005,TRUMANSBURG,NY,14886,Y,535000,6.85,1000
207,1001695,DRESDEN,ME,4342,N,1432500,8.5,0
714,1000255,OLANCHA,CA,93549,Y,976000,9.3,272
831,1000524,SAN MATEO,CA,94402,Y,364000,9.3,272
848,1000097,NEWARK,NJ,7194,N,3223500,8.97,0
804,1001224,FISHERSVILLE,VA,22939,N,3677500,5.75,0
724,1000443,LORETTO,PA,15940,Y,3073000,3.07,0
712,1002032,BLENCOE,IA,51523,Y,1710500,8.98,40
202,1009167,WASHINGTON,DC,20042,N,4460000,9.0,0
620,1000202,STRONG CITY,KS,66869,Y,2964000,6.45,2250
971,1005600,MERRILL,OR,97633,N,2970000,9.0,0
202,1013801,WASHINGTON,DC,20314,N,75500,9.0,0
319,1001809,MANSON,IA,50563,N,84500,8.98,0
208,1008064,NAMPA,ID,83653,N,2179000,7.8,0
907,1008677,GAKONA,AK,99586,Y,4583500,0.0,0
502,1002952,FOSTER,KY,41043,Y,265000,6.0,20
517,1000041,CLINTON TOWNSHIP,MI,48038,Y,688500,3.9,3100
602,1000875,TONOPAH,AZ,85354,N,991500,5.04,0
520,1000903,SONOITA,AZ,85637,N,1849000,5.04,0
319,1000898,GRAY,IA,50110,Y,2701500,8.98,40
207,1002116,BIDDEFORD,ME,4005,Y,2948500,8.5,2850
304,1003344,MOUNT GAY,WV,25637,N,1370500,6.5,0
207,1008509,SOUTH WINDHAM,ME,4082,Y,853500,8.5,2850
207,1002398,BOOTHBAY HARBOR,ME,4538,Y,1840000,8.5,2850
308,1004069,BROADWATER,NE,69125,Y,1775500,6.84,103
662,1001802,COLUMBIA,MS,39429,N,2092000,5.0,0
775,1000365,LAS VEGAS,NV,89140,Y,2324500,0.0,0
508,1000992,LONGMEADOW,MA,1106,Y,2401000,5.3,1000
307,1004616,BASIN,WY,82410,N,2669000,0.0,0
219,1001792,INDIANAPOLIS,IN,46230,N,4120000,3.4,0
862,1001876,WICKATUNK,NJ,7765,N,2544500,8.97,0
202,1017401,WASHINGTON,DC,20069,Y,4523000,9.0,1370
480,1003858,SIERRA VISTA,AZ,85635,Y,4876500,5.04,2300
603,1002882,FARMINGTON,NH,3835,Y,4151500,0.0,0
701,1000604,CAVALIER,ND,58220,N,4017000,5.54,0
208,1013931,FILER,ID,83328,N,2051500,7.8,0
267,1000384,PHILADELPHIA,PA,19190,N,1966500,3.07,0
270,1003317,LEXINGTON,KY,40524,N,2152000,6.0,0
620,1003813,KANSAS CITY,KS,66117,N,2024000,6.45,0
410,1002929,ROCKY RIDGE,MD,21778,N,1079000,4.75,0
801,1004644,IBAPAH,UT,84034,Y,4011500,7.0,2475
860,1003859,NORWALK,CT,6855,Y,800000,5.0,0
352,1000772,PANAMA CITY,FL,32412,N,381000,0.0,0
337,1002466,FERRIDAY,LA,71334,N,4081000,6.0,0
620,1003986,WICHITA,KS,67212,Y,4786500,6.45,2250
606,1001160,EMERSON,KY,41135,Y,4640500,6.0,20
316,1002792,SAINT FRANCIS,KS,67756,Y,2024500,6.45,2250
816,1000842,BALLWIN,MO,63022,Y,4958000,6.0,1200
308,1000871,KEARNEY,NE,68847,Y,4114500,6.84,103
701,1008139,DICKEY,ND,58431,N,3343000,5.54,0
803,1003466,DUE WEST,SC,29639,Y,3086500,7.0,3300
541,1004265,CRATER LAKE,OR,97604,N,4878500,9.0,0
571,1001216,MONTEREY,VA,24465,Y,671000,5.75,900
202,1004425,WASHINGTON,DC,20394,Y,957000,9.0,1370
704,1001790,HIGH POINT,NC,27262,N,1140500,8.25,0
302,1011124,BEAR,DE,19701,N,1407500,5.95,0
202,1012091,WASHINGTON,DC,20002,N,922000,9.0,0
401,1017050,MANVILLE,RI,2838,N,2861000,0.0,0
504,1002297,NEW ORLEANS,LA,70129,Y,856500,6.0,1000
812,1001943,PARIS CROSSING,IN,47270,Y,4146500,3.4,1000
860,1003787,STAMFORD,CT,6922,Y,3805000,5.0,0
973,1000486,ELIZABETH,NJ,7201,Y,2787500,8.97,1500
303,1001242,GRAND JUNCTION,CO,81504,Y,617500,4.63,0
406,1007509,PENDROY,MT,59467,N,2087000,6.9,0
706,1000463,ATLANTA,GA,30302,N,260000,6.0,0
512,1000731,SHERMAN,TX,75092,N,262500,0.0,0
401,1013606,PROVIDENCE,RI,2904,N,2114000,0.0,0
225,1001091,MANGHAM,LA,71259,Y,4060500,6.0,1000
708,1000728,WILMINGTON,IL,60481,Y,961000,3.0,2000
765,1001298,EVANSVILLE,IN,47710,N,1396000,3.4,0
530,1000262,SAN MARINO,CA,91118,Y,2998500,9.3,272
202,1004202,PARCEL RETURN SERVICE,DC,56945,Y,3922500,9.0,1370
201,1001366,HAMMONTON,NJ,8037,Y,2583000,8.97,1500
812,1002057,FORT WAYNE,IN,46859,Y,2447500,3.4,1000
980,1000447,LOCUST,NC,28097,Y,3452500,8.25,3300
308,1006259,BATTLE CREEK,NE,68715,N,4347000,6.84,0
339,1000781,LAWRENCE,MA,1842,N,4346000,5.3,0
912,1000303,SANDERSVILLE,GA,31082,N,3340500,6.0,0
843,1000508,LANCASTER,SC,29720,N,911000,7.0,0
540,1001822,SANDY LEVEL,VA,24161,N,141000,5.75,0
662,1002304,LAMAR,MS,38642,Y,3759000,5.0,1500
305,1000288,MARATHON SHORES,FL,33052,N,2449000,0.0,0
240,1004085,UPPER MARLBORO,MD,20774,Y,3514500,4.75,2400
410,1003211,SHADY SIDE,MD,20764,N,2761500,4.75,0
304,1005007,RICHWOOD,WV,26261,N,1689500,6.5,0
303,1002702,LITTLETON,CO,80165,Y,2115500,4.63,0
970,1000824,YAMPA,CO,80483,N,4027000,4.63,0
305,1000565,MADISON,FL,32340,Y,4582500,0.0,0
605,1008185,PUKWANA,SD,57370,Y,4616000,0.0,0
503,1003320,PORTLAND,OR,97215,N,3459000,9.0,0
517,1000633,SUTTONS BAY,MI,49682,N,4596500,3.9,0
860,1005600,NORWALK,CT,6857,Y,4702500,5.0,0
801,1004699,ENTERPRISE,UT,84725,N,1218500,7.0,0
601,1003306,TISHOMINGO,MS,38873,N,3912000,5.0,0
802,1003689,STOCKBRIDGE,VT,5772,Y,1586000,9.5,3300
701,1018671,WOODWORTH,ND,58496,N,608500,5.54,0
603,1005497,BELMONT,NH,3220,N,2964500,0.0,0
702,1007226,CRYSTAL BAY,NV,89402,N,1353500,0.0,0
815,1000228,CLAYTONVILLE,IL,60926,Y,3086000,3.0,2000
605,1012693,ELK POINT,SD,57025,Y,4301000,0.0,0
913,1004492,LENEXA,KS,66227,Y,1894000,6.45,2250
801,1009368,KANOSH,UT,84637,Y,1478500,7.0,2475
320,1001137,SAINT PAUL,MN,55172,Y,147500,7.85,3300
952,1001374,COLLEGEVILLE,MN,56321,Y,748500,7.85,3300
401,1015523,HARRISVILLE,RI,2830,N,2411000,0.0,0
707,1000005,MIDPINES,CA,95345,N,4277000,9.3,0
605,1002177,PRESHO,SD,57568,N,2675500,0.0,0
573,1001365,LANCASTER,MO,63548,N,3742500,6.0,0
701,1006857,JAMESTOWN,ND,58402,N,1304500,5.54,0
769,1002542,GALLMAN,MS,39077,N,1676000,5.0,0
334,1001820,TRENTON,AL,35774,N,126500,5.0,0
207,1004448,MEDDYBEMPS,ME,4657,Y,2153500,8.5,2850
605,1002852,ASHTON,SD,57424,N,1966000,0.0,0
719,1003157,CREEDE,CO,81130,Y,663000,4.63,0
402,1007883,FORT CALHOUN,NE,68023,Y,4257000,6.84,103
304,1016988,SUGAR GROVE,WV,26815,Y,4594000,6.5,2000
432,1000790,MESQUITE,TX,75181,N,969000,0.0,0
870,1002725,ROGERS,AR,72758,N,2872000,7.0,0
703,1002703,ALEXANDRIA,VA,22313,N,3425500,5.75,0
207,1001042,HARMONY,ME,4942,Y,3613000,8.5,2850
325,1000173,LIVINGSTON,TX,77351,N,395500,0.0,0
708,1001476,SPRINGFIELD,IL,62712,Y,3561500,3.0,2000
402,1004423,CERESCO,NE,68017,N,4270000,6.84,0
304,1000042,WILSONDALE,WV,25699,N,2757000,6.5,0
202,1008088,WASHINGTON,DC,20572,Y,4592000,9.0,1370
701,1009546,WOODWORTH,ND,58496,Y,1942000,5.54,3300
620,1000409,BREWSTER,KS,67732,Y,3514000,6.45,2250
504,1000272,BATON ROUGE,LA,70822,N,2147000,6.0,0
605,1013392,CHERRY CREEK,SD,57622,N,345000,0.0,0
630,1001470,SECOR,IL,61771,Y,1323500,3.0,2000
351,1001952,CATAUMET,MA,2534,Y,3338500,5.3,1000
505,1016036,HONDO,NM,88336,N,2798000,5.3,0
939,1005469,PONCE,PR,728,Y,1527000,0.0,0
724,1000621,PITTSBURGH,PA,15238,N,255500,3.07,0
802,1011849,WESTFIELD,VT,5874,Y,4135000,9.5,3300
626,1000611,LA JOLLA,CA,92093,N,3834000,9.3,0
508,1000083,WEST FALMOUTH,MA,2574,N,3796500,5.3,0
401,1015720,WARWICK,RI,2887,Y,626500,0.0,0
401,1003674,GREENE,RI,2827,N,3547000,0.0,0
401,1005730,NEWPORT,RI,2840,N,1822500,0.0,0
603,1002085,CANDIA,NH,3034,N,2285500,0.0,0
406,1014762,HUNTLEY,MT,59037,N,2790500,6.9,0
405,1004108,OKLAHOMA CITY,OK,73114,N,359000,6.25,0
801,1000095,OGDEN,UT,84403,Y,3805500,7.0,2475
435,1008672,BOUNTIFUL,UT,84010,Y,1642500,7.0,2475
503,1003868,AROCK,OR,97902,N,859500,9.0,0
574,1000933,SEYMOUR,IN,47274,Y,3337000,3.4,1000
386,1000477,WINTER HAVEN,FL,33885,Y,1109500,0.0,0
505,1015813,EMBUDO,NM,87531,N,2277000,5.3,0
304,1013988,LYBURN,WV,25632,Y,4299000,6.5,2000
405,1004971,POCASSET,OK,73079,N,3389500,6.25,0
402,1000976,MAYWOOD,NE,69038,Y,4300500,6.84,103
860,1006937,HADLYME,CT,6439,Y,3099000,5.0,0
307,1003489,MERIDEN,WY,82081,N,1519500,0.0,0
316,1004728,WALNUT,KS,66780,N,719500,6.45,0
804,1001797,WILLIS WHARF,VA,23486,N,3494000,5.75,0
917,1001281,HARPURSVILLE,NY,13787,Y,2713500,6.85,1000
520,1001350,FORT MOHAVE,AZ,86426,Y,2928000,5.04,2300
803,1003046,WHITMIRE,SC,29178,Y,2387000,7.0,3300
608,1002910,NEW FRANKEN,WI,54229,N,4428000,6.75,0
502,1000138,SOMERSET,KY,42503,N,4429500,6.0,0
843,1004924,PAWLEYS ISLAND,SC,29585,N,3619500,7.0,0
304,1002992,CRAWFORD,WV,26343,N,1060500,6.5,0
908,1000244,MORGANVILLE,NJ,7751,Y,369500,6.91,1500
253,1001549,LACEY,WA,98509,N,3610500,0.0,0
808,1014320,HONOLULU,HI,96844,N,2520500,8.25,0
402,1007814,SAINT PAUL,NE,68873,N,3470500,6.84,0
682,1000280,ROMAYOR,TX,77368,Y,4195000,0.0,0
510,1000441,LOMPOC,CA,93436,Y,3175500,9.3,272
802,1015604,WINDSOR,VT,5089,N,480000,9.5,0
559,1000553,RANCHO CUCAMONGA,CA,91739,Y,1524500,9.3,272
651,1000867,ROCHESTER,MN,55903,Y,1683500,7.85,3300
330,1000497,LIMA,OH,45805,Y,4458500,7.18,1300
509,1000326,ZILLAH,WA,98953,Y,2545500,0.0,0
860,1006354,SOUTHINGTON,CT,6489,Y,1090000,5.0,0
208,1004250,POST FALLS,ID,83854,Y,2994500,7.8,3300
732,1000938,JERSEY CITY,NJ,7310,Y,1404500,8.97,1500
406,1006813,DIVIDE,MT,59727,Y,2299000,6.9,1900
573,1000348,GORDONVILLE,MO,63752,Y,744000,6.0,1200
787,1006191,LAS PIEDRAS,PR,771,Y,4978500,0.0,0
315,1001289,BEAR MOUNTAIN,NY,10911,Y,1231500,6.85,1000
910,1001977,NORTH WILKESBORO,NC,28656,Y,3480000,8.25,3300
435,1009206,TOOELE,UT,84074,N,504000,7.0,0
520,1002296,SUN CITY,AZ,85372,Y,1977000,5.04,2300
469,1000435,EL PASO,TX,79929,N,4664000,0.0,0
425,1000928,BELLEVUE,WA,98015,N,3950000,0.0,0
817,1000204,DALLAS,TX,75229,N,3628000,0.0,0
505,1001690,PENASCO,NM,87553,N,2865500,5.3,0
540,1002025,CONCORD,VA,24538,N,1541000,5.75,0
256,1003279,TITUS,AL,36080,N,4051000,5.0,0
559,1000086,WHITETHORN,CA,95589,Y,1209000,9.3,272
563,1001857,BOYDEN,IA,51234,N,1113500,8.98,0
325,1000051,DALLAS,TX,75235,Y,4636500,0.0,0
719,1004626,U S A F ACADEMY,CO,80840,N,4345000,4.63,0
580,1001827,GRANDFIELD,OK,73546,Y,4991000,6.25,1000
260,1001832,RAMSEY,IN,47166,N,737000,3.4,0
641,1000487,CLEAR LAKE,IA,50428,Y,1473500,8.98,40
351,1000810,WEST TISBURY,MA,2575,N,1455000,5.3,0
256,1000950,CASTLEBERRY,AL,36432,Y,1597000,5.0,300
703,1001499,STAUNTON,VA,24401,Y,3225000,5.75,900
505,1011609,GRADY,NM,88120,Y,370500,5.3,3300
202,1000650,WASHINGTON,DC,20535,Y,2520500,9.0,1370
205,1002017,FORT DAVIS,AL,36031,N,4646500,5.0,0
701,1001037,SCRANTON,ND,58653,Y,4544500,5.54,3300
952,1000165,EMMONS,MN,56029,N,2626500,7.85,0
503,1002114,SALEM,OR,97304,Y,4007000,9.0,159
501,1000555,MC DOUGAL,AR,72441,Y,542500,7.0,20
405,1005306,GENE AUTRY,OK,73436,N,1099500,6.25,0
502,1004215,EKRON,KY,40117,N,194500,6.0,0
708,1000113,WAGGONER,IL,62572,N,2821000,3.0,0
212,1000339,WARWICK,NY,10990,Y,3081500,6.85,1000
623,1002136,MESA,AZ,85205,Y,1194000,5.04,2300
402,1008359,MALCOLM,NE,68402,N,4754000,6.84,0
775,1004302,HENDERSON,NV,89011,Y,4409000,0.0,0
334,1004252,ADDISON,AL,35540,Y,1097000,5.0,300
603,1011426,CHOCORUA,NH,3817,N,551000,0.0,0
507,1000292,OGEMA,MN,56569,Y,2895500,7.85,3300
939,1001035,AGUADA,PR,602,N,4451000,0.0,0
307,1016608,FAIRVIEW,WY,83119,N,4116500,0.0,0
787,1006367,ANGELES,PR,611,N,3088500,0.0,0
808,1001135,KIHEI,HI,96753,N,2211500,8.25,0
360,1000550,SEATTLE,WA,98126,Y,140500,0.0,0
712,1000104,HARPER,IA,52231,N,980500,8.98,0
907,1004649,NENANA,AK,99760,N,4499000,0.0,0
860,1002260,MANSFIELD DEPOT,CT,6251,Y,2117500,5.0,0
505,1006772,TIMBERON,NM,88350,Y,2416500,5.3,3300
251,1003711,BON AIR,AL,35032,Y,1885500,5.0,300
580,1000083,COYLE,OK,73027,Y,2422500,6.25,1000
